Filename,Touches
app/ui/legacy/src/main/res/drawable/ic_magnify_cloud.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered_forwarded.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered_forwarded_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered_forwarded_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_answered_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_attachment.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_attachment_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_forwarded.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_forwarded_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_messagelist_forwarded_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_not_imported.xml,2
app/ui/legacy/src/main/res/drawable/ic_notifications.xml,2
app/ui/legacy/src/main/res/drawable/ic_notify_check_mail.xml,2
app/ui/legacy/src/main/res/drawable/ic_opened_envelope.xml,2
app/ui/legacy/src/main/res/drawable/ic_outbox.xml,2
app/ui/legacy/src/main/res/drawable/ic_pencil.xml,2
app/ui/legacy/src/main/res/drawable/ic_pencil_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_pencil_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_person_plus.xml,2
app/ui/legacy/src/main/res/drawable/ic_plus.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_check_mail.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_check_mail_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_check_mail_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_crypto.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_crypto_dark.xml,2
app/ui/legacy/src/main/res/drawable/ic_preferences_crypto_light.xml,2
app/ui/legacy/src/main/res/drawable/ic_refresh.xml,2
app/ui/legacy/src/main/res/drawable/ic_reply_all.xml,2
app/ui/legacy/src/main/res/drawable/ic_select_all.xml,2
app/ui/legacy/src/main/res/drawable/ic_send.xml,2
app/ui/legacy/src/main/res/drawable/ic_shield.xml,2
app/ui/legacy/src/main/res/drawable/ic_sort.xml,2
app/ui/legacy/src/main/res/drawable/ic_star.xml,2
app/ui/legacy/src/main/res/drawable/ic_star_border.xml,2
app/ui/legacy/src/main/res/drawable/ic_touch.xml,2
app/ui/legacy/src/main/res/drawable/ic_trash_can.xml,2
app/ui/legacy/src/main/res/drawable/ic_tv.xml,2
app/ui/legacy/src/main/res/drawable/ic_visibility.xml,2
app/ui/legacy/src/main/res/drawable/ic_visibility_light.xml,2
app/ui/legacy/src/main/res/drawable/notification_action_archive.xml,2
app/ui/legacy/src/main/res/drawable/notification_action_delete.xml,2
app/ui/legacy/src/main/res/drawable/notification_action_mark_as_read.xml,2
app/ui/legacy/src/main/res/drawable/notification_action_mark_as_spam.xml,2
app/ui/legacy/src/main/res/drawable/notification_action_reply.xml,2
